t_idx,range_A0,range_A1,range_A2,range_A3,range_A4,range_A5,range_A6,range_A7,gt_A0,gt_A1,gt_A2,gt_A3,gt_A4,gt_A5,gt_A6,gt_A7,class_A0,class_A1,class_A2,class_A3,class_A4,class_A5,class_A6,class_A7,second,msg_idx,t_sec
554,18474.31546400742,7194.263074399406,9815.53748690636,14679.596017657825,4714.29892728765,4517.24730122824,19068.91517215943,8228.510395711957,18458.45063920588,7182.924195618383,9758.299032105953,14654.159818972903,4726.986354962325,4492.705198430006,19110.845088587786,8257.38457382239,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,14000.0,27700.0
555,18497.084366076488,7137.509100936859,9731.433660790504,14653.48213092504,4759.350807839186,4431.130690552945,19151.23574545164,8242.09060654086,18487.09009011424,7202.2565908192955,9732.54848433852,14684.090029688592,4756.311596184588,4463.462781294364,19138.508301327976,8241.510783830838,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,15000.0,27750.0
556,18557.744827397455,7221.863894625955,9683.763058925124,14706.61394898125,4745.318110149508,4446.414603306066,19183.874051898532,8299.791655427052,18515.733849891018,7221.661858602907,9706.822343073969,14714.020524656067,4785.64520206001,4434.230485664903,19166.17854450908,8225.715774326269,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,16000.0,27800.0
557,18525.72681885158,7233.105575893183,9663.848047149131,14750.314713178148,4826.437735746903,4403.407267712266,19226.4455652316,8191.490614887357,18544.38189856972,7241.1394131034385,9681.120802882278,14743.951302144213,4814.987019712515,4405.008513045122,19193.855787725402,8210.0,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,17000.0,27850.0
558,18602.619437740745,7276.843608180174,9655.083162621082,14764.434261213217,4917.136932689524,4351.28681072677,19230.477996047804,8171.857344634535,18573.034216304022,7260.688672570942,9655.44406021805,14773.88236043593,4844.3368999275835,4375.797070249033,19221.54000073875,8194.3639167418,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,18000.0,27900.0
559,18655.259405825618,7306.91384923776,9609.441817075383,14819.191547630939,4881.425568682829,4331.097626715462,19271.976079994118,8190.487143340231,18601.69078336698,7280.309059373784,9629.792313440617,14803.813697828,4873.694697044532,4346.596369574705,19249.23115347727,8178.807981607099,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,27000.0,19000.0,27950.0
560,18636.822541566646,7298.742408662731,9617.097397612364,14840.6269424757,4904.833068843256,4298.176151504953,19327.74220325726,8131.820054482965,18630.35158015006,7300.000000000001,9604.165762834375,14833.745312630928,4903.060268852506,4317.4066289845805,19276.929216034383,8163.332652783421,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,0.0,28000.0
561,18671.845673728745,7310.15370278855,9631.35102871278,14836.572727052086,4910.375578637267,4259.1335303949445,19314.338110196222,8106.7468697689155,18659.016587162354,7319.760925057592,9578.5646106293,14863.677203168801,4932.433476490076,4288.228072292799,19304.634158667704,8147.938389555975,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,1000.0,28050.0
562,18673.32993018693,7275.020294588158,9560.20170164553,14878.6029220165,4917.172482030345,4291.629211449121,19293.115944846442,8156.533962973304,18687.685785029673,7339.591269273787,9552.989061021688,14893.609367779189,4961.814184348301,4259.060929359899,19332.345951797983,8132.625652272457,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,2000.0,28100.0
563,18695.32792977406,7407.537612830118,9549.925836362903,14893.300368686738,4963.68978341074,4248.0711924519655,19352.19322208673,8112.31462709638,18716.35915449369,7359.490471493255,9527.439320195117,14923.54180481296,4991.202259977049,4229.9054362952365,19360.06456600804,8117.394902307021,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,3000.0,28150.0
564,18783.20384226433,7356.997308474276,9504.65440950688,14982.113346443748,5044.87109864612,4195.973455641812,19379.122795616102,8050.08213814779,18745.03667641117,7379.457974675374,9501.915596341616,14953.474512634177,5020.597573994552,4200.761835667432,19387.78997204168,8102.246602023417,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,4000.0,28200.0
565,18742.03098197308,7409.044002687782,9472.281634014756,14985.655301976962,5081.177608289021,4136.010683451363,19408.43673173572,8092.842543639645,18773.718331753036,7399.493225890541,9476.418099683024,14983.407489619975,5050.0,4171.630376723231,19415.522140802703,8087.181214737308,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,5000.0,28250.0
566,18781.279303476367,7462.5399897333455,9478.204646541015,15022.044733973067,5133.236367868909,4097.544457226898,19443.02925492065,8083.189313745766,18802.404101603603,7419.595676315523,9450.94704249262,15013.340734160405,5079.409414489051,4142.511315615202,19443.26104335381,8072.199204677744,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,6000.0,28300.0
567,18803.65731575592,7448.786217482496,9392.305164303285,15063.990964206534,5140.560739816069,4121.574917672477,19415.422716463658,8028.297231312815,18831.09396715973,7439.764781227965,9425.50263911692,15043.274244658307,5108.825696772202,4113.404915638626,19471.00665091561,8057.301036947795,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,7000.0,28350.0
568,18876.72920982645,7460.63595930537,9319.265027466938,15110.492931045268,5142.348424083482,4059.73920755802,19528.60760279257,8022.160977097132,18859.787909730054,7459.999999999999,9400.08510599771,15073.20801952922,5138.248728895867,4084.3114474780214,19498.75893486557,8042.487177484338,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,8000.0,28400.0
569,18867.83234720596,7491.051375621445,9428.125815471589,15151.849672540395,5178.4697405331635,4069.1027592293112,19550.262834699563,7990.048582755921,18888.48591073408,7480.300796091024,9374.69466169432,15103.142057201212,5167.67839556604,4055.231189463801,19526.517866737016,8027.7580930170025,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,9000.0,28450.0
570,18936.51240181605,7478.644432995363,9358.88586890998,15126.252327286553,5212.150833887937,4029.7075317896747,19462.09251009348,8018.481002377408,18917.18795170149,7500.666637039669,9349.331526906084,15133.076356114772,5197.114584074511,4026.1644278394806,19554.283418218114,8013.1142510262525,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,10000.0,28500.0
571,18965.15860284025,7534.47484490515,9320.918346108776,15212.27576548062,5235.898378101139,4010.24165604574,19613.3903179724,8009.433909691504,18945.89401427127,7521.096994454997,9323.995924495031,15163.010914722709,5226.557184227489,3997.1114570399473,19582.055561150883,7998.556119700605,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,11000.0,28550.0
572,18947.66354758855,7468.441221593525,9284.37445244831,15215.774097266427,5245.413198334001,3992.1079311498206,19614.296112807766,8022.726150000887,18974.604080190973,7541.591344006914,9298.688079508851,15192.945731489994,5256.006088276535,3968.072579981369,19609.83426753016,7984.084167893021,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,12000.0,28600.0
573,18994.46163010229,7576.177610212903,9288.584771140047,15267.9288610726,5234.262071661719,3925.295860126645,19663.074992664326,8016.075759469757,19003.318131315908,7562.149165415873,9273.408219203986,15222.880804893664,5285.461190851748,3939.04810836324,19637.61950950267,7969.698865076397,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,13000.0,28650.0
574,19039.23829498764,7573.988817509233,9270.870124129267,15278.877213679656,5304.132538537113,3919.947582348484,19700.827077238384,8012.114451096442,19032.036149608375,7582.769942441877,9248.156573069036,15252.816133422702,5314.922388897133,3910.038362983157,19665.411259366025,7955.400681298209,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,14000.0,28700.0
575,19083.03626591396,7604.777329772743,9221.31111756722,15299.473612293732,5340.919396333604,3886.732889035678,19661.47320163179,7980.101803029031,19060.758117136895,7603.453162872775,9222.933372848358,15282.751715577924,5344.389581607988,3881.043674065006,19693.209489567722,7941.190087134295,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,15000.0,28750.0
576,19055.278474260987,7611.2349656983315,9200.666650391438,15372.4171562685,5361.182180824786,3832.0839071823048,19704.48966518419,7976.834468670101,19089.48401607545,7624.198318511922,9197.738852565884,15312.68754987184,5373.862670370356,3852.064381601117,19721.014172704203,7927.067553641762,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,16000.0,28800.0
577,19033.84341889754,7614.922764800744,9254.511909823965,15360.35009703331,5370.162010222178,3821.8432962439088,19750.848918501943,7938.417309688191,19118.213828702723,7645.004905165201,9172.573248549177,15342.623634828558,5403.341558702354,3823.100835709152,19748.82528151991,7913.033552311023,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,17000.0,28850.0
578,19202.13259748604,7677.528973065823,9131.243150363323,15396.172502246642,5411.878571291513,3763.153272124726,19723.845522747615,7852.134703181953,19146.94753740136,7665.872422627447,9147.436799453712,15372.559968983696,5432.826152197399,3794.153397004397,19776.642788906312,7899.088555016965,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,18000.0,28900.0
579,19148.791769973486,7651.466681637228,9131.726842108645,15366.51449610949,5368.006369408438,3733.9050837505997,19790.31087846932,7867.069549333096,19175.68512465721,7686.800374668254,9122.329746287402,15402.49655088421,5462.316358469181,3765.222436988284,19804.46666790096,7885.233033969255,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,28000.0,19000.0,28950.0
580,19250.012313437896,7689.381992238578,9123.680036331305,15431.863901097915,5490.542945328213,3711.246929788441,19830.533412139124,7848.5145778548485,19204.42657305862,7707.788269017253,9097.252332435328,15432.433379088341,5491.812087098391,3736.308338453882,19832.29689168655,7871.467461661771,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,0.0,29000.0
581,19238.272594723283,7721.748128370128,9043.865965688967,15492.127282356494,5534.11846398176,3693.969613884974,19864.498225001076,7855.277635176092,19233.171865295644,7728.835617348838,9072.204803684714,15462.370452165476,5521.313249581117,3707.4114959092417,19860.13343359001,7857.792310821151,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,1000.0,29050.0
582,19235.893256041498,7752.05682213699,9028.557055605925,15463.959753627447,5502.136739370809,3667.7740954133687,19904.985386869088,7823.3682737531335,19261.9209841594,7749.941935266354,9047.187408250145,15492.307768696053,5550.819759278805,3678.532316019528,19887.976267081576,7844.208054354499,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,2000.0,29100.0
583,19366.295173306,7797.677311895392,9061.33030077881,15546.102617633649,5635.917480617954,3626.061158564653,19839.00324420406,7817.33139704562,19290.673912541264,7771.1067422858105,9022.200396799,15522.245327271436,5580.331531369798,3649.6712180688287,19915.82536577382,7830.715165296207,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,3000.0,29150.0
584,19336.17719069866,7796.875070971549,9005.508200806138,15591.810426573944,5621.310210036239,3644.796022270405,19915.493821165237,7784.452306077432,19319.43063343224,7792.32956181911,8997.244022477105,15552.18312649385,5609.848482802365,3620.8286344426733,19943.68070342082,7817.3141167539125,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,4000.0,29200.0
585,19396.61454761293,7816.636967211214,8953.621665431283,15563.47933016981,5619.896838599998,3570.736240500986,19933.04781983909,7758.992769786988,19348.191129922197,7813.609921156802,8972.318540934668,15582.121164976224,5639.370532249146,3592.0050111323612,19971.5422539172,7804.0053818536035,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,5000.0,29250.0
586,19371.10525386956,7817.15957534081,8980.638988915684,15620.851740940137,5676.857130465333,3540.9071960355127,19995.77913882384,7801.619466792798,19376.95538519919,7834.9473514504225,8947.424210352387,15612.05944134213,5668.897600062995,3563.2008082621464,19999.40999129724,7790.789433683855,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,6000.0,29300.0
587,19427.209254740148,7853.5246328988505,8954.935004847552,15642.237633492907,5722.215021789714,3519.720934382849,19972.906238736963,7785.717514879772,19405.723382548767,7856.341387694401,8922.561291467826,15641.997954225668,5698.429608234183,3534.4165006405233,20027.283889734026,7777.666745239218,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,7000.0,29350.0
588,19456.254827247667,7895.051988661793,8910.395647445152,15661.479093292708,5703.7640928054825,3522.204426408191,20067.957346024446,7747.810816637431,19434.495105353264,7877.791568707566,8897.730047602028,15671.936702271358,5727.96648034885,3505.652578336877,20055.163923538497,7764.637789362746,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,8000.0,29400.0
589,19496.553262766898,7872.8114716778355,8855.425043322604,15750.968440504292,5783.565599680754,3466.169268108043,20091.671488447926,7756.346806023409,19463.27053709114,7899.297437114264,8872.930744686337,15701.875684134046,5757.508141548736,3476.909547284774,20083.05006715862,7751.703038687693,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,9000.0,29450.0
590,19409.681245386964,7893.664320840939,8846.638252776182,15721.116554182036,5794.467595437027,3482.0723993017723,20101.2962216389,7707.133321694655,19492.049661336285,7920.85853932514,8848.163651289458,15731.814898478817,5787.054518492115,3448.1879299133343,20110.94229517852,7738.862965578341,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,10000.0,29500.0
591,19530.57801151269,7932.675725510494,8818.747133620125,15753.001132406285,5883.860673316194,3352.2671379782655,20127.190565223562,7726.007371300575,19520.83246175736,7942.474425517528,8823.429038644783,15761.754343980876,5816.605539315865,3419.4882658082042,20138.840582317545,7726.1180420700275,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,11000.0,29550.0
592,19526.18464734864,7991.139424579398,8823.124911039486,15790.26138077082,5838.040920938384,3387.452407376691,20163.60130382007,7711.1175489645375,19549.618922117123,7964.144649615549,8798.727180677897,15791.694019325474,5846.161133598695,3390.8111124036404,20166.744903429502,7713.4687398083115,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,12000.0,29600.0
593,19572.769053226268,7993.44224870765,8796.65471597919,15784.726118779847,5844.201315348446,3309.7015048229077,20220.647155512488,7708.425228783041,19578.409026271773,7985.868769269878,8774.058354034352,15821.633923207804,5875.72123232544,3362.1570457074135,20194.65523350176,7700.915529987328,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,13000.0,29650.0
594,19622.36078364825,7964.761398686304,8802.97128179407,15833.30852708854,5910.33194206573,3359.158200880676,20192.962154980483,7672.069152531959,19607.202758170282,8007.646345837209,8749.422838107666,15851.574054332901,5905.2857678523915,3333.526661060325,20222.57154765437,7688.458883287339,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,14000.0,29700.0
595,19641.375255091763,8115.201136623391,8733.854657353104,15929.705245934476,5971.024868229415,3315.960875026986,20220.817947990352,7707.891878136006,19636.00010185373,8029.47694435945,8724.820915067543,15881.514411415557,5934.854673873656,3304.9205739321505,20250.49382113928,7676.099269811459,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,15000.0,29750.0
596,19619.857731205313,8099.386387252968,8706.25302913487,15831.948286761282,5954.212702537549,3295.9578553837255,20271.311313148268,7685.28733335139,19664.801041454753,8051.360133542655,8700.252869888323,15911.454993180228,5964.427885388504,3276.339420756037,20278.42202933946,7663.837159021583,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,16000.0,29800.0
597,19668.104836165396,8034.116014552046,8673.575628286259,15942.342768379644,5983.553808137758,3284.6025942027472,20280.849926513944,7661.067987893511,19693.60556119676,8073.2954857356735,8675.718990377685,15941.395798360943,5994.005338669628,3247.7838598034814,20306.35614776812,7651.673019673541,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,17000.0,29850.0
598,19724.45274452831,8048.581098344519,8611.648661695486,15971.69415618868,6083.022971192947,3236.632666459024,20282.52710731348,7546.292677797875,19722.413645393397,8095.282576908602,8651.219567205542,15971.33682570122,6023.586971232338,3219.2545721020597,20334.29615206781,7639.607319751455,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,18000.0,29900.0
599,19773.21688623805,8114.434582143149,8660.992873018487,15974.856536332622,6063.679096740411,3216.137466289157,20348.81810886351,7614.857959294402,19751.225278447917,8117.320986630995,8626.754893933177,16001.278073953965,6053.172721804656,3190.752262398321,20362.242018009703,7627.640526401334,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,29000.0,19000.0,29950.0
600,19780.79832978544,8155.690588446664,8601.895246907268,16060.439432014182,6068.904474620209,3122.4258040044865,20449.502982536087,7597.634093767636,19780.040444852482,8139.410298049853,8602.325267042626,16031.219541881399,6082.76253029822,3162.2776601683795,20390.193721492695,7615.773105863908,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,30000.0,0.0,30000.0
601,19791.80586667609,8159.575998235271,8579.946419255875,16049.5607189803,6111.833320871581,3132.638653735957,20423.395818353256,7533.280899637109,19808.859129187626,8161.550097867437,8577.930985966257,16061.161228254947,6112.356337780052,3133.831520678802,20418.151238542632,7604.005523406728,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,30000.0,1000.0,30050.0
602,19894.10760533184,8179.321326912859,8570.991031699972,16049.760091609172,6127.8240786076485,3085.245150111065,20490.2062582468,7574.763835050423,19837.6813161216,8183.739976318895,8553.572353116562,16091.103131855192,6141.9540864451255,3105.414626100677,20446.11454531153,7592.3382432555,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,30000.0,2000.0,30100.0
603,19889.24939001797,8186.466913569504,8515.671105726604,16113.678746515734,6210.071073394551,3020.3322069089636,20434.613711418544,7522.352573554047,19866.506990409765,8205.979527149699,8529.249673916222,16121.045251471756,6171.555719589672,3077.0277866798674,20474.08361807678,7580.771728524742,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,30000.0,3000.0,30150.0
604,19862.71107330116,8203.920346057186,8456.528819205621,16128.963153504785,6140.719747157266,3018.132180253565,20538.07104523761,7581.41408325613,19895.336136893995,8228.26834759295,8504.963256828332,16150.987585903224,6201.161181585269,3048.6718419665963,20502.05843324031,7569.306441147696,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,30000.0,4000.0,30200.0
605,19929.79277066725,8220.522681658142,8434.630864615532,16146.755451691042,6229.474123046756,3046.3929654995923,20557.109989841912,7576.861212680067,19924.16874050207,8250.606038346517,8480.713413386873,16180.93013395707,6230.770417853637,3020.347662107792,20530.03896732785,7557.942841805567,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,30000.0,5000.0,30250.0
